Name ,Phone Number,Aadhaar card no,Age,DOB,Gender,Rural_Urban,Number of members in familty,Employment Status,Annual Income,Education,Region,Religion,Mother Tongue,Marital Status,Field of employment,Disease,Vaccination status,Infection,Digital connectivity
Radmila,9263122746,1.11576E+11,40,20-04-1982,0,0,4,1,2,0,Nagpur,Hindu,Gujarati,1,Finance,none,0,0,1
Zoeiy,7057876781,1.59821E+11,57,05-12-1964,0,0,1,1,1,0,Raigad,Others,Hindi,0,Education,Diabetes-2,2,0,0
Caelinn,9912729259,6.17831E+11,77,03-11-1944,0,0,2,0,1,0,Parbhani,Sikh,Marathi,0,Unemployed,none,2,0,0
Kaeda,9848336536,2.74985E+11,47,27-05-1974,0,0,7,1,2,1,Pune,Hindu,Marathi,1,IT,none,2,0,0
Scarla,7962411506,8.81495E+11,25,29-04-1996,0,0,7,1,1,1,Osmanabad,Hindu,Kannada,1,Business,none,0,1,0
Leighton-kyle,9561246643,4.54865E+11,81,16-05-1940,1,0,0,0,2,0,Sangli,Hindu,Marathi,0,Unemployed,none,0,0,0
Correy,8908240879,8.10794E+11,70,12-02-1952,1,0,1,0,2,1,Hingoli,Jain,Tamil,1,Unemployed,none,2,0,0
Giget,9771876517,8.00164E+11,68,08-02-1954,0,0,5,1,2,0,Hingoli,Muslim,Malayalam,0,Social Service,none,0,0,1
Connley,8711485215,5.25483E+11,34,12-09-1987,1,0,0,1,1,1,Pune,Others,Odia,1,IT,Diabetes-2,2,0,1
Tiereney,8521670795,4.56167E+11,50,13-05-1971,0,0,2,1,1,0,Solapur,Hindu,Marathi,1,Art,none,1,0,1
Cadesia,8622779747,9.1988E+11,80,31-08-1941,0,0,1,1,2,0,Jain,Hindu,Marathi,0,Self Employed,Blood Pressure,0,0,1
Marje,8543334488,6.69636E+11,21,18-02-2001,0,0,1,0,2,0,Nagpur,Hindu,Sanskrit,1,Unemployed,Diabetes-2,2,0,1
Rc,8293375312,7.1916E+11,75,22-07-1946,1,0,6,1,1,1,Mumbai City,Others,Marathi,0,Self Employed,none,1,0,1
Shaba,7046043393,3.10678E+11,30,05-08-1991,1,0,1,1,2,1,Raigad,Hindu,Marathi,1,Self Employed,none,1,1,0
Jonny,7332277574,5.84329E+11,81,19-02-1941,1,0,5,1,1,1,Satara,Jain,Gujarati,1,Education,none,0,0,1
Giovanie,9523618698,1.09882E+11,71,09-06-1950,1,0,1,0,1,0,Satara,Hindu,Marathi,0,Unemployed,Artheritis,1,1,0
Jacquisha,8208443202,9.35815E+11,79,07-05-1943,0,0,6,0,2,0,Pune,Buddhism,Marathi,1,Unemployed,none,2,1,1
Grega,8440443505,1.20615E+11,70,06-08-1951,1,0,5,1,2,0,Mumbai City,Sikh,Punjabi,1,Production,none,2,1,1
Skylon,9439079471,1.40183E+11,35,13-01-1987,1,0,7,1,1,0,Gondia,Buddhism,English,0,Communication,none,0,0,0
Abbigaile,7805786111,7.4224E+11,33,29-06-1988,0,0,2,1,1,0,Washim,Hindu,Hindi,1,Social Service,none,2,1,1
Kourtney,9921296836,7.67453E+11,31,22-05-1990,0,0,0,1,1,1,Akola,Others,Telugu,0,Social Service,other,2,0,0
Zephyra,7179875834,4.27472E+11,50,13-11-1971,0,0,2,1,2,0,Sangli,Christian,Telugu,1,Social Service,none,0,0,1
Vadir,9428139340,2.83275E+11,74,30-06-1947,1,0,7,1,1,0,Hingoli,Jain,Marathi,0,Art,none,2,0,1
Dquavion,8798505488,3.22273E+11,63,25-07-1958,1,0,2,1,2,0,Akola,Sikh,Bengali,0,Communication,none,2,1,1
Mishrilaal,8596923227,4.26315E+11,48,03-05-1974,1,0,1,1,2,0,Jain,Jain,Gujarati,1,Agriculture,none,1,0,1
Xendaya,8612893317,4.89064E+11,72,18-06-1949,0,0,2,1,1,0,Osmanabad,Jain,Sanskrit,1,Education,none,2,0,0
Synceir,8200311248,3.9745E+11,82,25-03-1940,1,0,1,1,2,1,Pune,Buddhism,Marathi,0,IT,none,2,1,0
Desjuan,8422341163,3.85081E+11,39,31-10-1982,1,0,1,1,1,0,Palghar,Muslim,Odia,0,Science and Technology,none,2,0,1
Taishia,8124441338,6.60422E+11,31,02-07-1990,0,0,4,1,2,0,Aurangabad,Hindu,Hindi,1,Production,none,0,1,1
Recil,8938704761,8.81754E+11,81,01-04-1941,1,0,7,1,2,1,Osmanabad,Hindu,Marathi,0,IT,none,1,0,1
Astin,9748037032,8.67722E+11,33,14-12-1988,1,0,1,1,1,1,Palghar,Hindu,Gujarati,1,Education,Cancer,1,0,0
Wilburg,9116603209,4.23783E+11,60,15-02-1962,0,0,1,0,1,0,Mumbai City,Hindu,English,1,Unemployed,none,2,1,0
Josefrancisco,7246003434,2.89223E+11,74,05-05-1948,1,0,2,1,1,0,Hingoli,Hindu,Marathi,1,Social Service,none,0,0,0
Shantierra,8900911894,6.97586E+11,62,08-06-1959,0,0,3,1,2,1,Parbhani,Christian,Marathi,0,Self Employed,none,0,1,1
Sequoria,8400608561,3.87691E+11,49,02-04-1973,0,0,6,1,2,1,Mumbai City,Others,Marathi,1,Science and Technology,none,2,0,0
Markishia,9320653324,8.58976E+11,78,21-01-1944,0,0,4,0,2,0,Ahmednagar,Muslim,Sanskrit,1,Unemployed,none,0,0,1
Thanisha,9516441448,5.91241E+11,63,29-12-1958,0,0,5,1,2,0,Amravati,Jain,Marathi,0,IT,none,1,1,1
Jahmelia,9839275751,5.79001E+11,30,04-07-1991,0,0,3,1,1,1,Dhule,Hindu,Hindi,1,Finance,none,1,1,0
Raine,7273035505,8.38475E+11,68,21-03-1954,3,0,0,1,2,1,Bhandara,Hindu,Assamese,0,Business,none,0,0,1
Mckynleigh,8755703777,2.07511E+11,67,03-11-1954,0,0,6,1,1,1,Washim,Others,Marathi,0,Art,none,2,1,0
Ethyleen,8079686043,7.56724E+11,50,12-11-1971,0,0,0,1,1,1,Nagpur,Hindu,Marathi,0,Production,none,1,0,0
Beragi,9199636235,4.08249E+11,26,27-02-1996,1,0,2,0,1,1,Solapur,Hindu,Malayalam,0,Unemployed,none,2,0,0
Vanasia,7839915214,9.23079E+11,74,05-06-1947,0,0,3,1,2,0,Mumbai Suburban,Hindu,Hindi,0,Education,none,0,0,0
Zyashia,9113742602,8.79018E+11,51,14-06-1970,0,0,1,0,2,0,Washim,Others,Marathi,1,Unemployed,none,0,1,0
Emillianna,7071631319,7.51971E+11,36,28-12-1985,0,0,7,0,2,0,Solapur,Sikh,Gujarati,1,Unemployed,none,0,0,0
Candiss,9190747861,4.82614E+11,45,06-04-1977,0,0,2,1,1,0,Mumbai Suburban,Buddhism,Marathi,0,Production,none,2,0,1
Kenlyn,7332742410,9.96213E+11,30,19-07-1991,0,0,2,1,2,0,Parbhani,Jain,Punjabi,1,Business,none,0,0,0
Ardyn,7404399732,5.24934E+11,34,09-04-1988,0,0,5,1,2,1,Pune,Jain,Gujarati,1,Finance,none,0,1,0
Humera,8013757555,7.72293E+11,80,12-03-1942,0,0,1,1,2,0,Chandrapur,Hindu,Gujarati,0,Social Service,none,1,1,0
Madline,8895248511,2.80999E+11,44,24-06-1977,0,0,7,1,1,1,Amravati,Sikh,Marathi,1,Production,none,2,1,1
Eleanor,9211515522,9.98479E+11,62,27-11-1959,0,0,6,1,2,1,Jain,Others,Tamil,1,Self Employed,none,1,0,1
Byrdie,8211551109,2.18524E+11,79,21-09-1942,0,0,1,1,1,1,Bhandara,Hindu,Marathi,0,Social Service,Blood Pressure,0,0,1
Rafan,9827142408,6.75241E+11,81,07-02-1941,1,0,5,1,1,0,Hingoli,Hindu,Marathi,1,Production,none,0,0,0
Wojtek,7362764450,2.16606E+11,40,19-02-1982,1,0,2,0,2,1,Kolhapur,Muslim,Marathi,1,Unemployed,none,1,1,0
Desh,7368933297,3.98245E+11,76,28-07-1945,1,0,3,1,1,1,Aurangabad,Christian,Malayalam,0,Production,none,2,0,1
Lucette,9014627342,2.16643E+11,29,01-05-1992,0,0,5,1,1,0,Parbhani,Hindu,Gujarati,1,IT,none,2,1,1
Lavalle,9819690144,5.63642E+11,32,25-02-1990,1,0,7,1,1,1,Sangli,Jain,Marathi,1,IT,none,1,0,1
Mickyla,9640742180,9.12345E+11,77,17-07-1944,0,0,0,1,1,1,Jain,Christian,Marathi,0,Self Employed,none,1,0,0
Qualesha,7027466945,2.48383E+11,58,07-09-1963,0,0,3,1,1,1,Buldhana,Sikh,Marathi,0,Finance,none,0,0,0
Heidrun,8310211030,9.03745E+11,51,10-03-1971,0,0,3,1,1,0,Palghar,Jain,Marathi,1,Finance,none,1,0,0
Chaneta,9682617138,6.09528E+11,79,17-09-1942,0,0,6,1,2,0,Solapur,Christian,Hindi,1,IT,none,0,0,1
Purity,9195107731,2.20506E+11,78,04-05-1944,0,0,6,1,1,0,Amravati,Jain,Marathi,1,Social Service,none,0,1,0
Phalon,8813159293,5.4615E+11,34,19-07-1987,0,0,4,1,2,1,Ratnagiri,Hindu,Hindi,1,Education,none,0,0,1
Lucyana,8559952347,9.4077E+11,32,26-09-1989,0,0,5,1,1,0,Yavatmal,Christian,Sanskrit,1,Social Service,none,0,1,0
Keahi,9421027014,6.29765E+11,69,07-09-1952,3,0,3,1,2,0,Akola,Hindu,Gujarati,1,Finance,none,0,0,1
Yatziry,7508935173,3.6684E+11,58,08-03-1964,0,0,3,1,1,0,Akola,Muslim,Tamil,1,Agriculture,none,2,0,1
Muireann,8679690972,1.9129E+11,77,19-01-1945,0,0,4,1,2,1,Kolhapur,Sikh,Kannada,0,Production,none,1,0,0
Chelcea,8550485334,3.02856E+11,64,09-11-1957,0,0,3,0,1,1,Wardha,Hindu,Marathi,0,Unemployed,none,2,1,0
Christianjoshua,8246590141,2.14457E+11,35,19-08-1986,1,0,2,1,2,1,Osmanabad,Hindu,Hindi,1,Production,none,0,0,0
Ata,8969816255,1.3496E+11,37,15-02-1985,1,0,6,0,2,1,Pune,Others,Tamil,0,Unemployed,none,2,0,0
Seryce,9081726395,9.47656E+11,43,13-12-1978,0,1,7,0,2,1,Beed,Hindu,Marathi,1,Unemployed,none,0,0,1
Dashyra,8308781684,7.78018E+11,41,30-12-1980,0,1,6,1,1,1,Wardha,Buddhism,Marathi,0,Production,none,1,1,0
Llinos,9137209396,8.03111E+11,66,29-02-1956,0,1,3,1,1,1,Dhule,Sikh,English,1,Education,none,1,1,0
Jemarcus,8807616816,2.50974E+11,65,12-08-1956,1,1,5,1,1,1,Yavatmal,Buddhism,Marathi,1,Social Service,none,1,1,0
Jannetta,7820150917,6.33911E+11,66,23-06-1955,0,1,3,0,1,1,Washim,Hindu,Marathi,0,Unemployed,none,0,0,1
Shariana,7099790949,9.18235E+11,39,05-06-1982,0,1,5,0,3,1,Dhule,Hindu,Punjabi,1,Unemployed,none,0,0,1
Arvinder,9483751517,3.49529E+11,21,28-01-2001,0,1,2,1,3,1,Ahmednagar,Others,Marathi,1,Business,none,0,0,1
Lawrie,7095747839,6.23726E+11,39,08-10-1982,1,1,3,0,3,0,Pune,Hindu,Marathi,0,Unemployed,none,2,0,0
Kohl,7446511425,4.62351E+11,52,13-07-1969,1,1,7,0,1,0,Osmanabad,Hindu,Marathi,1,Unemployed,Cancer,2,0,0
Javarni,9513036670,2.37026E+11,23,12-09-1998,1,1,5,1,3,1,Osmanabad,Hindu,Hindi,1,Agriculture,none,0,1,1
Quinteria,8300228863,7.13784E+11,63,05-02-1959,0,1,2,0,2,1,Solapur,Christian,Marathi,1,Unemployed,none,0,0,1
Zixin,7850319390,3.19666E+11,73,12-10-1948,0,1,6,0,1,1,Nanded,Hindu,Marathi,1,Unemployed,none,1,0,0
Jawvan,7030745743,6.3158E+11,33,26-10-1988,1,1,2,1,2,1,Gondia,Jain,Hindi,1,Finance,none,0,1,0
Dejahnae,7506535341,5.56247E+11,57,22-04-1965,0,1,2,1,2,1,Amravati,Hindu,Kannada,1,Communication,none,2,0,0
Jmyah,7026702036,3.1798E+11,28,04-04-1994,0,1,2,1,2,1,Ahmednagar,Jain,Hindi,0,Social Service,none,1,0,1
Shwetha,9681833685,6.9134E+11,56,06-10-1965,0,1,5,1,2,0,Osmanabad,Hindu,Bengali,1,Art,none,1,0,1
Stamatia,8734271705,1.224E+11,22,01-09-1999,0,1,3,1,2,1,Amravati,Hindu,Gujarati,0,Education,none,0,0,0
Vyacheslav,7493469198,5.91979E+11,61,17-08-1960,1,1,1,0,3,0,Washim,Hindu,Marathi,0,Unemployed,Diabetes-2,2,1,1
Stavroula,7286010771,5.42838E+11,24,30-04-1997,0,1,3,1,1,0,Mumbai Suburban,Jain,Sanskrit,0,Agriculture,none,0,0,1
Komeka,8544767956,3.82352E+11,27,24-04-1995,0,1,7,1,2,1,Kolhapur,Hindu,Bengali,1,Business,none,2,0,1
Kingelijah,9640980474,2.80345E+11,20,28-12-2001,1,1,3,0,1,0,Wardha,Others,Marathi,0,Unemployed,none,0,0,0
Annessia,8697218849,8.43979E+11,77,08-07-1944,0,1,7,0,2,1,Kolhapur,Hindu,Marathi,1,Unemployed,none,2,0,1
Harry-charles,9489029865,3.46151E+11,40,03-01-1982,1,1,6,1,2,1,Satara,Jain,Bengali,1,Social Service,none,0,0,1
Kasidi,8820571985,7.37262E+11,46,14-12-1975,0,1,0,1,1,1,Nanded,Hindu,Hindi,1,Science and Technology,none,1,0,1
Zekel,9673365829,2.37816E+11,79,07-12-1942,1,1,7,1,2,0,Kolhapur,Jain,Marathi,1,Education,none,0,1,0
Dartavious,7450725604,2.67928E+11,64,04-05-1958,1,1,7,1,1,0,Washim,Jain,Hindi,1,Communication,none,2,0,1
Immanol,7381750369,5.22086E+11,33,10-08-1988,1,1,7,1,1,1,Amravati,Christian,Telugu,0,IT,none,2,1,1
Lanylah,7424133946,9.54907E+11,63,28-06-1958,0,1,0,1,1,1,Latur,Buddhism,Assamese,0,Finance,none,0,0,1
Maarja,7970753313,8.24844E+11,59,10-03-1963,0,1,2,1,2,1,Thane,Others,Marathi,1,Agriculture,none,1,0,1
Mersaydes,9453803678,1.60222E+11,36,06-07-1985,0,1,2,0,3,1,Washim,Hindu,Bengali,1,Unemployed,none,0,0,1
Dipali,9776768879,9.34291E+11,67,28-12-1954,0,1,1,1,3,1,Sindhurdurg,Others,Bengali,1,Production,Diabetes-2,2,1,1
Domicella,9679603494,2.0981E+11,28,09-04-1994,0,1,6,1,3,0,Washim,Jain,English,1,Social Service,none,2,1,0
Milnor,8746631214,6.33775E+11,25,03-11-1996,1,1,3,0,3,0,Amravati,Hindu,Punjabi,0,Unemployed,none,1,1,0
Ladiamond,7064841427,2.54113E+11,64,21-04-1958,0,1,6,0,1,0,Kolhapur,Hindu,English,1,Unemployed,Diabetes-2,0,1,0
Ireatha,7898949362,4.55988E+11,46,30-06-1975,0,1,3,1,3,0,Yavatmal,Sikh,Hindi,0,Production,none,1,1,0
Shaunt,9654426279,7.64221E+11,51,17-02-1971,1,1,7,1,3,0,Latur,Hindu,Sanskrit,1,IT,none,1,0,1
Brijshwaer,8102433802,4.37599E+11,74,17-12-1947,1,1,1,1,3,1,Raigad,Sikh,Hindi,0,Science and Technology,Diabetes-2,2,1,1
Ahmiya,9695286460,9.04211E+11,30,04-08-1991,0,1,4,1,2,0,Palghar,Buddhism,Hindi,1,Social Service,none,1,0,0
Jerwan,9678793456,6.19838E+11,79,02-01-1943,1,1,7,1,1,1,Raigad,Hindu,Tamil,1,Business,none,2,1,1
Mangala,8135684511,5.17301E+11,28,11-11-1993,0,1,5,1,2,1,Beed,Others,Gujarati,1,Education,Blood Pressure,1,0,0
Latshia,7194132445,8.64811E+11,40,27-06-1981,0,1,2,1,3,0,Satara,Buddhism,Sanskrit,1,Self Employed,none,1,0,0
Boudicca,9033913565,3.60114E+11,55,29-10-1966,0,1,0,1,2,0,Solapur,Hindu,Marathi,1,Science and Technology,none,2,0,1
Javani,7993766812,7.32287E+11,69,15-05-1952,1,1,0,1,1,1,Nagpur,Jain,Hindi,0,Art,Asthma,2,1,0
Vanesse,8363886431,7.83656E+11,42,11-02-1980,0,1,5,0,2,0,Mumbai City,Hindu,Telugu,1,Unemployed,none,0,1,1
Anuhya,7465417126,5.39843E+11,31,23-11-1990,0,1,7,0,3,0,Akola,Hindu,English,1,Unemployed,none,2,0,1
Breton,7403529683,3.922E+11,56,01-01-1966,1,1,4,1,2,1,Hingoli,Hindu,Tamil,1,Communication,none,1,0,1
Tyler-ross,7028264190,2.29181E+11,64,01-10-1957,1,1,6,1,1,0,Raigad,Muslim,Marathi,1,Education,none,1,1,1
Balsam,7764536854,3.13729E+11,68,26-11-1953,0,1,7,0,2,0,Parbhani,Others,Marathi,0,Unemployed,none,0,0,0
Koraima,9004898401,5.93133E+11,49,15-05-1972,0,1,6,1,1,1,Parbhani,Hindu,Hindi,0,Science and Technology,none,0,1,1
Lyndse,8513521786,9.50266E+11,63,02-07-1958,0,1,1,1,1,1,Raigad,Hindu,Marathi,0,Communication,none,0,0,1
Zahran,7999264855,8.52941E+11,66,11-12-1955,1,1,6,1,1,1,Mumbai Suburban,Hindu,Marathi,1,Social Service,none,0,0,1
Jylissa,7158502310,7.36186E+11,42,08-03-1980,0,1,2,1,2,0,Osmanabad,Hindu,Telugu,0,Education,none,0,0,0
Savaya,7397325799,7.45511E+11,81,28-05-1940,0,1,3,1,2,0,Osmanabad,Hindu,Marathi,0,Art,none,0,1,1
Shalyric,7990045877,9.62179E+11,58,17-06-1963,0,1,4,1,2,0,Ratnagiri,Sikh,Marathi,0,Communication,none,2,0,1
Laretta,9189772607,3.13521E+11,36,18-03-1986,0,1,3,1,2,0,Buldhana,Muslim,Hindi,1,IT,none,0,1,1
Caydence,9895429939,8.38441E+11,69,30-05-1952,0,1,7,1,3,1,Sindhurdurg,Hindu,Hindi,0,Education,none,1,0,0
Ilysa,7909659869,4.08802E+11,66,04-01-1956,0,1,4,1,2,1,Parbhani,Others,Marathi,1,Agriculture,none,0,1,1
Jateria,8281210954,3.17325E+11,76,12-08-1945,0,1,1,1,2,0,Jain,Hindu,Marathi,1,IT,none,0,1,1
Gaillard,8247565169,6.28506E+11,76,13-04-1946,1,1,3,1,1,0,Wardha,Sikh,Hindi,1,Business,none,2,0,0
Salanda,9772424739,1.60038E+11,46,20-06-1975,0,1,0,1,3,0,Bhandara,Buddhism,Gujarati,0,Education,none,1,0,1
Shahib,7700372260,3.7961E+11,51,26-11-1970,1,1,2,0,1,0,Mumbai City,Sikh,Hindi,1,Unemployed,none,0,1,1
Lili-ann,7984303152,5.42851E+11,74,06-09-1947,0,1,2,1,3,0,Chandrapur,Sikh,Gujarati,1,Art,none,0,0,1
Gildardo,9894088551,7.75838E+11,78,04-03-1944,1,1,6,1,1,0,Mumbai City,Muslim,Marathi,0,Education,none,0,0,1
Aariel,7096672150,7.15417E+11,40,17-09-1981,0,1,3,1,1,0,Buldhana,Buddhism,Marathi,1,Social Service,none,1,1,1
Ronasia,8638505498,2.64709E+11,69,12-03-1953,0,1,0,0,2,0,Palghar,Jain,English,0,Unemployed,none,1,0,1
Keitric,8606990657,8.75606E+11,59,15-01-1963,1,1,4,1,1,1,Wardha,Hindu,Marathi,0,Communication,none,0,0,0
Sasami,9937669899,2.77448E+11,60,26-08-1961,0,1,4,1,1,0,Sangli,Hindu,Kannada,0,Production,none,0,1,0
Ptolemais,9526711875,5.66136E+11,81,11-03-1941,0,1,5,0,3,0,Sindhurdurg,Muslim,Punjabi,0,Unemployed,none,0,0,0
Almarene,9420327926,1.85627E+11,68,12-02-1954,0,1,0,1,3,1,Pune,Sikh,Kannada,1,Art,none,0,1,1
Wiremu,7876540695,9.49044E+11,50,10-11-1971,1,1,1,1,1,0,Wardha,Sikh,Hindi,0,Science and Technology,none,2,0,1
Mireya,8169875919,9.83284E+11,61,12-12-1960,0,1,5,0,1,1,Buldhana,Hindu,Hindi,1,Unemployed,none,2,0,0
Osvaldo,9335923443,3.32315E+11,52,04-03-1970,1,1,7,1,2,0,Amravati,Hindu,Marathi,1,IT,none,0,0,0
Jermyn,8386612952,3.33955E+11,27,14-08-1994,1,1,0,1,2,0,Hingoli,Jain,Bengali,1,Education,none,2,1,1
Rochette,7900927627,7.75623E+11,50,30-05-1971,0,1,6,1,3,0,Raigad,Christian,Hindi,1,IT,Asthma,0,0,0
Swayne,8975650509,3.75594E+11,56,21-12-1965,1,1,2,1,1,1,Parbhani,Jain,Telugu,0,Education,none,1,0,0
Braylie,9647779856,7.6107E+11,67,14-07-1954,0,1,6,1,3,0,Chandrapur,Hindu,Hindi,0,Social Service,Cancer,2,1,1
Maddigan,7716193850,7.97351E+11,29,29-06-1992,0,1,3,1,1,0,Dhule,Hindu,Bengali,0,IT,none,2,1,1
Jachin,8759634683,2.46793E+11,76,02-05-1946,1,1,1,0,2,0,Pune,Sikh,Punjabi,0,Unemployed,none,2,0,1
Misti,9614236110,1.66441E+11,76,16-04-1946,0,1,4,1,1,0,Nagpur,Hindu,Marathi,1,Science and Technology,none,2,1,0
Paradise,9895428608,2.84674E+11,27,18-07-1994,0,1,4,0,1,1,Chandrapur,Christian,Marathi,1,Unemployed,Blood Pressure,2,0,0
Gerolyn,9760015076,6.36943E+11,53,20-07-1968,0,1,0,1,3,1,Parbhani,Hindu,Hindi,0,Finance,none,0,0,1
Destina,9283515710,2.08907E+11,35,15-09-1986,0,1,1,1,2,1,Yavatmal,Sikh,Kannada,1,Self Employed,none,1,0,0
Alejo,9566446242,7.77071E+11,25,22-05-1996,1,1,1,1,3,0,Latur,Buddhism,Gujarati,0,Self Employed,none,2,0,0
Lotha,7121166273,2.73054E+11,64,01-02-1958,0,1,0,0,2,1,Jalgaon,Christian,Gujarati,0,Unemployed,none,2,0,0
Emily-rae,8472927741,8.89857E+11,64,20-04-1958,0,1,1,0,2,0,Dhule,Others,Sanskrit,0,Unemployed,none,2,0,1
Lemisha,7347425307,4.70068E+11,68,14-03-1954,0,1,3,1,2,1,Gadchiroli,Jain,Punjabi,0,Communication,Asthma,1,0,1
Jenine,9926648106,8.38164E+11,40,12-07-1981,0,1,7,1,1,0,Bhandara,Hindu,Bengali,1,Social Service,none,0,0,1
Ginelle,9406809026,6.12307E+11,30,25-08-1991,0,1,0,1,1,0,Sindhurdurg,Muslim,Punjabi,1,Business,none,0,1,0
Taesean,8635772125,6.62304E+11,59,15-04-1963,1,1,2,0,3,0,Satara,Jain,Telugu,1,Unemployed,none,0,1,0
Kunegunda,7647584638,9.33466E+11,76,03-03-1946,0,1,7,1,2,0,Ratnagiri,Hindu,Assamese,1,IT,none,2,0,0
Jayanthony,9663274401,7.96736E+11,40,04-11-1981,1,1,5,1,2,1,Thane,Hindu,Marathi,0,Self Employed,Cancer,2,0,0
Demarcos,8479516092,8.40998E+11,78,23-12-1943,1,1,2,1,2,0,Amravati,Hindu,Marathi,1,Education,none,1,1,1
Ansgar,7527385108,7.82217E+11,69,04-01-1953,1,1,2,1,3,0,Buldhana,Hindu,Marathi,0,Self Employed,none,2,0,0
Stephun,9683644824,5.91161E+11,55,16-01-1967,1,1,2,1,2,0,Satara,Hindu,Hindi,1,Education,none,2,1,0
Shraya,7173414303,8.21305E+11,25,23-04-1997,0,1,4,0,3,1,Satara,Others,Marathi,0,Unemployed,Diabetes-2,2,0,1
Herleifr,7229365992,2.11396E+11,24,15-04-1998,1,1,2,1,3,0,Pune,Buddhism,Gujarati,1,Science and Technology,none,2,0,0
Jamaad,9962128754,6.38147E+11,24,25-05-1997,1,1,7,0,2,1,Latur,Christian,Marathi,1,Unemployed,none,1,1,0
Chalsea,7303314630,1.8703E+11,54,05-12-1967,0,1,1,0,3,0,Wardha,Hindu,Marathi,1,Unemployed,none,0,0,1
Cleta,7718362936,4.08398E+11,26,13-08-1995,0,1,0,1,3,0,Kolhapur,Muslim,Kannada,1,Social Service,Artheritis,0,1,1
Hubart,9235899863,1.61549E+11,65,16-02-1957,1,1,2,1,1,1,Mumbai City,Muslim,Sanskrit,1,Social Service,none,1,0,0
Sadiqul,7660586941,2.18088E+11,49,24-05-1972,1,1,2,1,1,0,Jain,Hindu,Marathi,0,IT,none,1,0,1
Shatasha,9904648353,9.94531E+11,46,16-03-1976,0,1,0,0,1,0,Satara,Hindu,Marathi,1,Unemployed,other,2,0,1
Yoshie,8245024805,6.36692E+11,42,01-06-1979,0,1,4,1,3,0,Akola,Hindu,Marathi,0,Finance,none,1,0,0
Daman,9563957948,2.95181E+11,42,18-08-1979,1,1,3,0,3,0,Palghar,Others,Marathi,1,Unemployed,none,2,0,1
Yewande,8356056098,2.76732E+11,43,07-07-1978,0,1,4,1,3,0,Thane,Buddhism,English,1,Social Service,none,1,1,1
Tulsha,8982605970,8.14397E+11,27,03-12-1994,0,1,3,0,3,1,Buldhana,Hindu,Sanskrit,1,Unemployed,none,0,0,1
Juawan,7501760342,8.62658E+11,26,27-08-1995,1,1,7,1,1,0,Latur,Hindu,Marathi,0,Social Service,none,1,0,1
Toyka,8691171980,4.64926E+11,81,13-06-1940,0,1,6,1,2,1,Bhandara,Hindu,Assamese,1,Education,none,0,0,0
Tavara,8717248375,7.94529E+11,40,29-11-1981,0,1,2,1,2,0,Nagpur,Hindu,Marathi,0,Production,none,1,0,1
Callem,9906578070,2.01518E+11,55,07-10-1966,1,1,0,1,2,1,Yavatmal,Hindu,Hindi,1,Agriculture,none,1,0,1
Taline,7077747490,2.56843E+11,57,28-04-1965,0,1,0,0,2,0,Mumbai Suburban,Jain,Gujarati,1,Unemployed,none,1,0,0
Lonald,8748662501,4.17201E+11,82,22-02-1940,1,1,5,1,1,1,Osmanabad,Hindu,Marathi,1,Communication,Diabetes-2,1,0,1
Narender,7504224062,3.6757E+11,56,27-02-1966,0,1,4,1,2,1,Akola,Buddhism,Bengali,0,Self Employed,none,2,0,0
Tayab,8178411579,1.92473E+11,50,16-03-1972,0,1,6,1,1,0,Ahmednagar,Hindu,Marathi,1,IT,Cancer,0,1,1
Antinio,9594095991,1.90082E+11,32,13-03-1990,1,1,6,1,3,1,Bhandara,Hindu,Gujarati,0,Art,none,1,0,1
Laurabel,7258247214,2.92284E+11,65,15-10-1956,0,1,0,1,3,1,Ahmednagar,Hindu,Marathi,1,Education,Blood Pressure,1,0,1
Amealia,8315961999,7.27252E+11,24,23-08-1997,0,1,0,1,1,1,Jain,Jain,Sanskrit,1,Education,none,1,1,0
Shemekia,8221816443,3.01287E+11,66,11-11-1955,0,1,0,1,3,0,Ahmednagar,Hindu,Sanskrit,1,Education,none,1,0,0
Shylon,8849049332,1.55116E+11,59,10-01-1963,1,1,7,1,3,0,Ratnagiri,Hindu,Hindi,1,Social Service,none,2,0,1
Aydain,7714922673,1.5776E+11,79,15-02-1943,1,1,7,1,1,1,Osmanabad,Hindu,Hindi,1,Education,none,1,0,0
Colen,9713681898,8.14728E+11,71,05-03-1951,1,1,7,1,2,1,Ahmednagar,Buddhism,Hindi,1,Communication,none,2,0,1
Draylon,8737180854,8.04029E+11,46,29-03-1976,1,1,5,1,3,0,Bhandara,Christian,Hindi,0,Self Employed,none,0,1,1
Murry,7895054518,8.75794E+11,71,08-03-1951,1,1,1,1,1,1,Dhule,Others,Marathi,0,Business,none,0,0,0
Abbagail,8263812715,7.41039E+11,26,11-03-1996,0,1,1,1,3,0,Ahmednagar,Others,Tamil,1,Business,none,2,0,0
Alve,9727710840,4.95611E+11,80,18-10-1941,1,1,2,1,3,0,Bhandara,Hindu,Marathi,1,Social Service,none,1,0,0
Kaijah,9620515047,7.85141E+11,53,11-08-1968,0,1,6,1,2,0,Sindhurdurg,Hindu,Marathi,1,Self Employed,none,2,1,1
Yannic,8466170068,4.53993E+11,31,15-10-1990,3,1,0,1,2,1,Thane,Hindu,Kannada,0,Social Service,Cancer,0,0,1
